"id","title","level","programmeType","institution","city","credits","duration","topics","description","officialProgrammeUrl","sourceUrl","intake2027Status","intake2027Label","intake2027Note","availabilitySourceUrl","lastChecked"
"aalborg-university-aau:aalborg:thermal-energy-and-process-engineering","Thermal Energy and Process Engineering, Specialisation of Energy Engineering","master","master","Aalborg University (AAU)","Aalborg","","2 years","engineering-technology","Description The MSc specialisation in Thermal Energy and Process Engineering is primarily focused on thermal energy technologies and systems, and it covers advanced aspects of energy system modelling, heat and mass transfer, control…","https://www.en.aau.dk/education/master/energy-engineering/thermal-energy-and-process-engineering","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/thermal-energy-and-process-engineering","","","","","2026-08-02"
"the-royal-danish-academy-of-music:study-programmes-within-music-and-music-pedagogy:tonmeister-sound-engineer-bachelor","Tonmeister/Sound Engineer - Bachelor","bachelor","bachelor","Royal Danish Academy of Music","Study Programmes Within Music And Music Pedagogy","","3 years","engineering-technology | design-architecture-arts | humanities-culture","Description The principal study is in music production and recording techniques. Tuition is also provided in aural studies, basic piano, music theory, history of music and much more.…","http://english.dkdm.dk/Studies/Admission","https://studyindenmark.dk/portal/the-royal-danish-academy-of-music/study-programmes-within-music-and-music-pedagogy/tonmeister-sound-engineer-bachelor","","","","","2026-08-02"
"the-royal-danish-academy-of-music:study-programmes-within-music-and-music-pedagogy:tonmeister-sound-engineer-master","Tonmeister/Sound Engineer - Master","master","master","Royal Danish Academy of Music","Study Programmes Within Music And Music Pedagogy","","2 years","engineering-technology | design-architecture-arts | humanities-culture","Description The principal study is in music production and recording techniques. Tuition is also provided in aural studies, basic piano, music theory, history of music and much more.…","http://english.dkdm.dk/Studies/Studying-at-the-Academy/Departments/Tonmeister","https://studyindenmark.dk/portal/the-royal-danish-academy-of-music/study-programmes-within-music-and-music-pedagogy/tonmeister-sound-engineer-master","","","","","2026-08-02"
"aalborg-university-aau:aalborg-copenhagen:tourism-ma","Tourism, MA","master","master","Aalborg University (AAU)","Aalborg Copenhagen","","2 years","business-management","Description The objective of the Master's programme is to enable you to develop professional competences which qualify you to work as a practice-oriented agent of change within enterprises and organisations in Denmark and abroad.…","http://www.en.aau.dk/education/master/tourism","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg-copenhagen/tourism-ma","","","","","2026-08-02"
"aalborg-university-aau:aalborg:urban-architecture-specialisation-of-urban-design","Urban Architecture, Specialisation of Urban Design","master","master","Aalborg University (AAU)","Aalborg","","2 years","design-architecture-arts | society-politics","Description The Msc programme in Urban Design with a specialization in Urban Architecture takes its point of departure in a number of current and future challenges in the field of urban development and urban design.…","http://www.en.aau.dk/education/master/urban-design-msc-in-tech/specialisations/urban-architecture","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/urban-architecture-specialisation-of-urban-design","","","","","2026-08-02"
"aalborg-university-aau:aalborg:urban-design","Urban Design","master","master","Aalborg University (AAU)","Aalborg","","2 years","design-architecture-arts","Description Do you want to create the cities of the future? Through the master's programme in Urban Design, you learn to apply professional design methods, working analytically with complex issues concerning urbanity, urban planning, the…","https://www.en.aau.dk/education/master/urban-design-msc-in-technology","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/urban-design","","","","","2026-08-02"
"aalborg-university-aau:aalborg:urban-planning-and-management-specialisation-of","Urban Planning and Management, Specialisation of Urban, Energy and Environmental Planning","master","master","Aalborg University (AAU)","Aalborg","","2 years","business-management | engineering-technology | natural-science | sustainability-climate | society-politics","Description The Master's Programme in Urban Planning and Management enables candidates to understand and cope with the challenges of urban development in the 21st century through a unique integration of engineering and social science.…","https://www.en.aau.dk/education/master/urban-energy-and-environmental-planning/urban-planning-and-management","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/urban-planning-and-management-specialisation-of","","","","","2026-08-02"
"royal-danish-academy-architecture-design-and:copenhagen:urbanism-and-societal-change","Urbanism and Societal Change","master","master","Royal Danish Academy — Architecture, Design, Conservation","Copenhagen","","2 years","design-architecture-arts | society-politics","Description MA in Urbanism and Societal Change is based upon the ambitions to a) embed the architectural/urban project within the dynamic conditions of contemporary society, b) couple research and design within the project process, and c)…","https://royaldanishacademy.com/programme/urbanism-and-societal-change","https://studyindenmark.dk/portal/royal-danish-academy-architecture-design-and/copenhagen/urbanism-and-societal-change","","","","","2026-08-02"
"royal-danish-academy-architecture-design-and:copenhagen:visual-game-and-media-design","Visual Game and Media Design","master","master","Royal Danish Academy — Architecture, Design, Conservation","Copenhagen","","2 years","it-data | design-architecture-arts | communication-media","Description Visual Game and Media Design is an intensive two-year programme for students wishing to do creative work in game design, visual media, and beyond.…","https://royaldanishacademy.com/programme/visual-game-and-media-design","https://studyindenmark.dk/portal/royal-danish-academy-architecture-design-and/copenhagen/visual-game-and-media-design","","","","","2026-08-02"
"aalborg-university-aau:copenhagen:visual-studies-and-art-education","Visual Studies and Art Education","master","master","Aalborg University (AAU)","Copenhagen","","2 years","business-management | it-data | design-architecture-arts | society-politics | communication-media | education-learning","Description In the Nordic Master in Visual Studies and Art Education, students acquire relevant practical and theoretical skills in art, education, digital communication and project management to work in cross-cultural and international…","https://www.en.aau.dk/education/master/visual-studies-and-art-education","https://studyindenmark.dk/portal/aalborg-university-aau/copenhagen/visual-studies-and-art-education","","","","","2026-08-02"
